play_date,home_team,away_team,stadium,match_type,home_team_photo,home_team_flag,home_team_link,home_team_group,home_team_group_order,home_team_is_real,away_team_photo,away_team_flag,away_team_link,away_team_group,away_team_group_order,away_team_is_real,stadium_photo
07/03/2024 20:00,Hull KR,Warrington Wolves,Sewell Group Craven Park,Super League 2024,,,,,0,1,,,,,0,1,
08/03/2024 20:00,Castleford Tigers,Huddersfield Giants,"The Jungle, Castleford",Super League 2024,,,,,0,1,,,,,0,1,
08/03/2024 20:00,Leigh Leopards,Leeds Rhinos,Leigh Sports Village Stadium,Super League 2024,,,,,0,1,,,,,0,1,
08/03/2024 20:00,St Helens,Salford Red Devils,Totally Wicked Stadium,Super League 2024,,,,,0,1,,,,,0,1,
09/03/2024 15:00,London Broncos,Wigan Warriors,Cherry Red Records Stadium,Super League 2024,,,,,0,1,,,,,0,1,
09/03/2024 17:30,Catalans Dragons,Hull FC,Stade Gilbert Brutus,Super League 2024,,,,,0,1,,,,,0,1,
